region_code,region_code_level,region_type,region_code_type,region_name,local_variant,local_language_name,alt_name_1,local_numeric_code,local_alpha_code,alt_name_2,alt_name_3,alt_name_4
TD-MC,2,region,iso_3166-2,Shārī al Awsaţ,Moyen-Chari,,,,,,,
TD-ME,2,region,iso_3166-2,Māyū Kībbī ash Sharqī,Mayo-Kebbi-Est,,,,,,,
TD-MO,2,region,iso_3166-2,Māyū Kībbī al Gharbī,Mayo-Kebbi-Ouest,,,,,,,
TD-ND,2,region,iso_3166-2,Madīnat Injamīnā,Ville de Ndjamena,,,,,,,
TD-OD,2,region,iso_3166-2,Waddāy,Ouaddaï,,,,,,,
TD-SA,2,region,iso_3166-2,Salāmāt,Salamat,,,,,,,
TD-SI,2,region,iso_3166-2,Sīlā,Sila,,,,,,,
TD-TA,2,region,iso_3166-2,Tānjilī,Tandjilé,,,,,,,
TD-TI,2,region,iso_3166-2,Tibastī,Tibesti,,,,,,,
TD-WF,2,region,iso_3166-2,Wādī Fīrā,Wadi Fira,,,,,,,
TG-C,2,region,iso_3166-2,Centrale,,,,,,,,
TG-K,2,region,iso_3166-2,Kara,,,,,,,,
TG-M,2,region,iso_3166-2,Maritime,,,Maritime Région,,,,,
TG-P,2,region,iso_3166-2,Plateaux,,,,,,,,
TG-S,2,region,iso_3166-2,Savanes,,,,,,,,
TH-10,2,metropolitan administration,iso_3166-2,Krung Thep Maha Nakhon,Bangkok,,,,,,,
TH-11,2,province,iso_3166-2,Samut Prakan,,,,,,,,
TH-12,2,province,iso_3166-2,Nonthaburi,,,,,,,,
TH-13,2,province,iso_3166-2,Pathum Thani,,,,,,,,
TH-14,2,province,iso_3166-2,Phra Nakhon Si Ayutthaya,,,,,,,,
TH-15,2,province,iso_3166-2,Ang Thong,,,,,,,,
TH-16,2,province,iso_3166-2,Lop Buri,,,,,,,,
TH-17,2,province,iso_3166-2,Sing Buri,,,,,,,,
TH-18,2,province,iso_3166-2,Chai Nat,,,,,,,,
TH-19,2,province,iso_3166-2,Saraburi,,,,,,,,
TH-20,2,province,iso_3166-2,Chon Buri,,,,,,,,
TH-21,2,province,iso_3166-2,Rayong,,,,,,,,
TH-22,2,province,iso_3166-2,Chanthaburi,,,,,,,,
TH-23,2,province,iso_3166-2,Trat,,,,,,,,
TH-24,2,province,iso_3166-2,Chachoengsao,,,,,,,,
TH-25,2,province,iso_3166-2,Prachin Buri,,,,,,,,
TH-26,2,province,iso_3166-2,Nakhon Nayok,,,,,,,,
TH-27,2,province,iso_3166-2,Sa Kaeo,,,,,,,,
TH-30,2,province,iso_3166-2,Nakhon Ratchasima,,,,,,,,
TH-31,2,province,iso_3166-2,Buri Ram,,,,,,,,
TH-32,2,province,iso_3166-2,Surin,,,,,,,,
TH-33,2,province,iso_3166-2,Si Sa Ket,,,,,,,,
TH-34,2,province,iso_3166-2,Ubon Ratchathani,,,,,,,,
TH-35,2,province,iso_3166-2,Yasothon,,,,,,,,
TH-36,2,province,iso_3166-2,Chaiyaphum,,,,,,,,
TH-37,2,province,iso_3166-2,Amnat Charoen,,,,,,,,
TH-38,2,province,iso_3166-2,Bueng Kan,,,,,,,,
TH-39,2,province,iso_3166-2,Nong Bua Lam Phu,,,,,,,,
TH-40,2,province,iso_3166-2,Khon Kaen,,,,,,,,
TH-41,2,province,iso_3166-2,Udon Thani,,,,,,,,
TH-42,2,province,iso_3166-2,Loei,,,,,,,,
TH-43,2,province,iso_3166-2,Nong Khai,,,,,,,,
TH-44,2,province,iso_3166-2,Maha Sarakham,,,,,,,,
TH-45,2,province,iso_3166-2,Roi Et,,,,,,,,
TH-46,2,province,iso_3166-2,Kalasin,,,,,,,,
TH-47,2,province,iso_3166-2,Sakon Nakhon,,,,,,,,
TH-48,2,province,iso_3166-2,Nakhon Phanom,,,,,,,,
TH-49,2,province,iso_3166-2,Mukdahan,,,,,,,,
TH-50,2,province,iso_3166-2,Chiang Mai,,,,,,,,
TH-51,2,province,iso_3166-2,Lamphun,,,,,,,,
TH-52,2,province,iso_3166-2,Lampang,,,,,,,,
TH-53,2,province,iso_3166-2,Uttaradit,,,,,,,,
TH-54,2,province,iso_3166-2,Phrae,,,,,,,,
TH-55,2,province,iso_3166-2,Nan,,,,,,,,
TH-56,2,province,iso_3166-2,Phayao,,,,,,,,
TH-57,2,province,iso_3166-2,Chiang Rai,,,,,,,,
TH-58,2,province,iso_3166-2,Mae Hong Son,,,,,,,,
TH-60,2,province,iso_3166-2,Nakhon Sawan,,,,,,,,
TH-61,2,province,iso_3166-2,Uthai Thani,,,,,,,,
TH-62,2,province,iso_3166-2,Kamphaeng Phet,,,,,,,,
TH-63,2,province,iso_3166-2,Tak,,,,,,,,
TH-64,2,province,iso_3166-2,Sukhothai,,,,,,,,
TH-65,2,province,iso_3166-2,Phitsanulok,,,,,,,,
TH-66,2,province,iso_3166-2,Phichit,,,,,,,,
TH-67,2,province,iso_3166-2,Phetchabun,,,,,,,,
TH-70,2,province,iso_3166-2,Ratchaburi,,,,,,,,
TH-71,2,province,iso_3166-2,Kanchanaburi,,,,,,,,
TH-72,2,province,iso_3166-2,Suphan Buri,,,,,,,,
TH-73,2,province,iso_3166-2,Nakhon Pathom,,,,,,,,
TH-74,2,province,iso_3166-2,Samut Sakhon,,,,,,,,
TH-75,2,province,iso_3166-2,Samut Songkhram,,,,,,,,
TH-76,2,province,iso_3166-2,Phetchaburi,,,,,,,,
TH-77,2,province,iso_3166-2,Prachuap Khiri Khan,,,,,,,,
TH-80,2,province,iso_3166-2,Nakhon Si Thammarat,,,,,,,,
TH-81,2,province,iso_3166-2,Krabi,,,,,,,,
TH-82,2,province,iso_3166-2,Phangnga,,,,,,,,
TH-83,2,province,iso_3166-2,Phuket,,,,,,,,
TH-84,2,province,iso_3166-2,Surat Thani,,,,,,,,
TH-85,2,province,iso_3166-2,Ranong,,,,,,,,
TH-86,2,province,iso_3166-2,Chumphon,,,,,,,,
TH-90,2,province,iso_3166-2,Songkhla,,,,,,,,
TH-91,2,province,iso_3166-2,Satun,,,,,,,,
TH-92,2,province,iso_3166-2,Trang,,,,,,,,
TH-93,2,province,iso_3166-2,Phatthalung,,,,,,,,
TH-94,2,province,iso_3166-2,Pattani,,,,,,,,
TH-95,2,province,iso_3166-2,Yala,,,,,,,,
TH-96,2,province,iso_3166-2,Narathiwat,,,,,,,,
TH-S,2,special administrative city,iso_3166-2,Phatthaya,,,,,,,,
TJ-DU,2,capital territory,iso_3166-2,Dushanbe,,,,,,,,
TJ-GB,2,autonomous region,iso_3166-2,Kŭhistoni Badakhshon,,,,,,,,
TJ-KT,2,region,iso_3166-2,Khatlon,,,,,,,,
TJ-RA,2,districts under republic administration,iso_3166-2,nohiyahoi tobei jumhurí,,,,,,,,
TJ-SU,2,region,iso_3166-2,Sughd,,,,,,,,
TL-AL,2,municipality,iso_3166-2,Aileu,Aileu,,,,,,,
TL-AN,2,municipality,iso_3166-2,Ainaro,Ainaru,,,,,,,
TL-BA,2,municipality,iso_3166-2,Baucau,Baukau,,,,,,,
TL-BO,2,municipality,iso_3166-2,Bobonaro,Bobonaru,,,,,,,
TL-CO,2,municipality,iso_3166-2,Cova Lima,Kovalima,,,,,,,
TL-DI,2,municipality,iso_3166-2,Díli,Díli,,,,,,,
TL-ER,2,municipality,iso_3166-2,Ermera,Ermera,,,,,,,
TL-LA,2,municipality,iso_3166-2,Lautém,Lautein,,,,,,,
TL-LI,2,municipality,iso_3166-2,Liquiça,Likisá,,,,,,,
TL-MF,2,municipality,iso_3166-2,Manufahi,Manufahi,,,,,,,
TL-MT,2,municipality,iso_3166-2,Manatuto,Manatutu,,,,,,,
TL-OE,2,special administrative region,iso_3166-2,Oé-Cusse Ambeno,Oecussi,Oekusi-Ambenu,,,,,,
TL-VI,2,municipality,iso_3166-2,Viqueque,Vikeke,,,,,,,
TM-A,2,region,iso_3166-2,Ahal,,,,,,,,
TM-B,2,region,iso_3166-2,Balkan,,,,,,,,
TM-D,2,region,iso_3166-2,Daşoguz,,,,,,,,
TM-L,2,region,iso_3166-2,Lebap,,,,,,,,
TM-M,2,region,iso_3166-2,Mary,,,,,,,,
TM-S,2,city,iso_3166-2,Aşgabat,,,,,,,,
TN-11,2,governorate,iso_3166-2,Tunis,,,,,,,,
TN-12,2,governorate,iso_3166-2,L'Ariana,,,,,,,,
TN-13,2,governorate,iso_3166-2,Ben Arous,,,,,,,,
TN-14,2,governorate,iso_3166-2,La Manouba,,,,,,,,
TN-21,2,governorate,iso_3166-2,Nabeul,,,,,,,,
TN-22,2,governorate,iso_3166-2,Zaghouan,,,,,,,,
TN-23,2,governorate,iso_3166-2,Bizerte,,,,,,,,
TN-31,2,governorate,iso_3166-2,Béja,,,,,,,,
TN-32,2,governorate,iso_3166-2,Jendouba,,,,,,,,
TN-33,2,governorate,iso_3166-2,Le Kef,,,,,,,,
TN-34,2,governorate,iso_3166-2,Siliana,,,,,,,,
TN-41,2,governorate,iso_3166-2,Kairouan,,,,,,,,
TN-42,2,governorate,iso_3166-2,Kasserine,,,,,,,,
TN-43,2,governorate,iso_3166-2,Sidi Bouzid,,,,,,,,
TN-51,2,governorate,iso_3166-2,Sousse,,,,,,,,
TN-52,2,governorate,iso_3166-2,Monastir,,,,,,,,
TN-53,2,governorate,iso_3166-2,Mahdia,,,,,,,,
TN-61,2,governorate,iso_3166-2,Sfax,,,,,,,,
TN-71,2,governorate,iso_3166-2,Gafsa,,,,,,,,
TN-72,2,governorate,iso_3166-2,Tozeur,,,,,,,,
TN-73,2,governorate,iso_3166-2,Kébili,,,,,,,,
TN-81,2,governorate,iso_3166-2,Gabès,,,,,,,,
TN-82,2,governorate,iso_3166-2,Médenine,,,,,,,,
TN-83,2,governorate,iso_3166-2,Tataouine,,,,,,,,
TO-01,2,division,iso_3166-2,Eua,,,,,,,,
TO-02,2,division,iso_3166-2,Ha'apai,,,,,,,,
TO-03,2,division,iso_3166-2,Niuas,,,,,,,,
TO-04,2,division,iso_3166-2,Tongatapu,,,,,,,,
TO-05,2,division,iso_3166-2,Vava'u,,,,,,,,
TR-01,2,province,iso_3166-2,Adana,,,,,,,,
TR-02,2,province,iso_3166-2,Adıyaman,,,,,,,,
TR-03,2,province,iso_3166-2,Afyonkarahisar,,,,,,,,
TR-04,2,province,iso_3166-2,Ağrı,,,,,,,,
TR-05,2,province,iso_3166-2,Amasya,,,,,,,,
TR-06,2,province,iso_3166-2,Ankara,,,,,,,,
TR-07,2,province,iso_3166-2,Antalya,,,,,,,,
TR-08,2,province,iso_3166-2,Artvin,,,,,,,,
TR-09,2,province,iso_3166-2,Aydın,,,,,,,,
TR-10,2,province,iso_3166-2,Balıkesir,,,,,,,,
TR-11,2,province,iso_3166-2,Bilecik,,,,,,,,
TR-12,2,province,iso_3166-2,Bingöl,,,,,,,,
TR-13,2,province,iso_3166-2,Bitlis,,,,,,,,
TR-14,2,province,iso_3166-2,Bolu,,,,,,,,
TR-15,2,province,iso_3166-2,Burdur,,,,,,,,
TR-16,2,province,iso_3166-2,Bursa,,,,,,,,
TR-17,2,province,iso_3166-2,Çanakkale,,,,,,,,
TR-18,2,province,iso_3166-2,Çankırı,,,,,,,,
TR-19,2,province,iso_3166-2,Çorum,,,,,,,,
TR-20,2,province,iso_3166-2,Denizli,,,,,,,,
TR-21,2,province,iso_3166-2,Diyarbakır,,,,,,,,
TR-22,2,province,iso_3166-2,Edirne,,,,,,,,
TR-23,2,province,iso_3166-2,Elazığ,,,,,,,,
TR-24,2,province,iso_3166-2,Erzincan,,,,,,,,
TR-25,2,province,iso_3166-2,Erzurum,,,,,,,,
TR-26,2,province,iso_3166-2,Eskişehir,,,,,,,,
TR-27,2,province,iso_3166-2,Gaziantep,,,,,,,,
TR-28,2,province,iso_3166-2,Giresun,,,,,,,,
TR-29,2,province,iso_3166-2,Gümüşhane,,,,,,,,
TR-30,2,province,iso_3166-2,Hakkâri,,,,,,,,
TR-31,2,province,iso_3166-2,Hatay,,,,,,,,
TR-32,2,province,iso_3166-2,Isparta,,,,,,,,
TR-33,2,province,iso_3166-2,Mersin,,,,,,,,
TR-34,2,province,iso_3166-2,İstanbul,,,,,,,,
TR-35,2,province,iso_3166-2,İzmir,,,,,,,,
TR-36,2,province,iso_3166-2,Kars,,,,,,,,
TR-37,2,province,iso_3166-2,Kastamonu,,,,,,,,
TR-38,2,province,iso_3166-2,Kayseri,,,,,,,,
TR-39,2,province,iso_3166-2,Kırklareli,,,,,,,,
TR-40,2,province,iso_3166-2,Kırşehir,,,,,,,,
TR-41,2,province,iso_3166-2,Kocaeli,,,,,,,,
TR-42,2,province,iso_3166-2,Konya,,,,,,,,
TR-43,2,province,iso_3166-2,Kütahya,,,,,,,,
TR-44,2,province,iso_3166-2,Malatya,,,,,,,,
TR-45,2,province,iso_3166-2,Manisa,,,,,,,,
TR-46,2,province,iso_3166-2,Kahramanmaraş,,,,,,,,
TR-47,2,province,iso_3166-2,Mardin,,,,,,,,
TR-48,2,province,iso_3166-2,Muğla,,,,,,,,
TR-49,2,province,iso_3166-2,Muş,,,,,,,,
TR-50,2,province,iso_3166-2,Nevşehir,,,,,,,,
TR-51,2,province,iso_3166-2,Niğde,,,,,,,,
TR-52,2,province,iso_3166-2,Ordu,,,,,,,,
TR-53,2,province,iso_3166-2,Rize,,,,,,,,
TR-54,2,province,iso_3166-2,Sakarya,,,,,,,,
TR-55,2,province,iso_3166-2,Samsun,,,,,,,,
TR-56,2,province,iso_3166-2,Siirt,,,,,,,,
TR-57,2,province,iso_3166-2,Sinop,,,,,,,,
TR-58,2,province,iso_3166-2,Sivas,,,,,,,,
TR-59,2,province,iso_3166-2,Tekirdağ,,,,,,,,
TR-60,2,province,iso_3166-2,Tokat,,,,,,,,
TR-61,2,province,iso_3166-2,Trabzon,,,,,,,,
TR-62,2,province,iso_3166-2,Tunceli,,,,,,,,
TR-63,2,province,iso_3166-2,Şanlıurfa,,,,,,,,
TR-64,2,province,iso_3166-2,Uşak,,,,,,,,
TR-65,2,province,iso_3166-2,Van,,,,,,,,
TR-66,2,province,iso_3166-2,Yozgat,,,,,,,,
TR-67,2,province,iso_3166-2,Zonguldak,,,,,,,,
TR-68,2,province,iso_3166-2,Aksaray,,,,,,,,
TR-69,2,province,iso_3166-2,Bayburt,,,,,,,,
TR-70,2,province,iso_3166-2,Karaman,,,,,,,,
TR-71,2,province,iso_3166-2,Kırıkkale,,,,,,,,
TR-72,2,province,iso_3166-2,Batman,,,,,,,,
TR-73,2,province,iso_3166-2,Şırnak,,,,,,,,
TR-74,2,province,iso_3166-2,Bartın,,,,,,,,
TR-75,2,province,iso_3166-2,Ardahan,,,,,,,,
TR-76,2,province,iso_3166-2,Iğdır,,,,,,,,
TR-77,2,province,iso_3166-2,Yalova,,,,,,,,
TR-78,2,province,iso_3166-2,Karabük,,,,,,,,
TR-79,2,province,iso_3166-2,Kilis,,,,,,,,
TR-80,2,province,iso_3166-2,Osmaniye,,,,,,,,
TR-81,2,province,iso_3166-2,Düzce,,,,,,,,
TT-ARI,2,municipality,iso_3166-2,Arima,,,,,,,,
TT-CHA,2,municipality,iso_3166-2,Chaguanas,,,,,,,,
TT-CTT,2,region,iso_3166-2,Couva–Tabaquite–Talparo,,,,,,,,
TT-DMN,2,region,iso_3166-2,Diego Martin,,,,,,,,
TT-MRC,2,region,iso_3166-2,Mayaro-Rio Claro,,,,,,,,
TT-PED,2,region,iso_3166-2,Penal-Debe,,,,,,,,
TT-POS,2,municipality,iso_3166-2,Port of Spain,,,,,,,,
TT-PRT,2,region,iso_3166-2,Princes Town,,,,,,,,
TT-PTF,2,municipality,iso_3166-2,Point Fortin,,,,,,,,
TT-SFO,2,municipality,iso_3166-2,San Fernando,,,,,,,,
TT-SGE,2,region,iso_3166-2,Sangre Grande,,,,,,,,
TT-SIP,2,region,iso_3166-2,Siparia,,,,,,,,
TT-SJL,2,region,iso_3166-2,San Juan-Laventille,,,,,,,,
TT-TOB,2,ward,iso_3166-2,Tobago,,,,,,,,
TT-TUP,2,region,iso_3166-2,Tunapuna-Piarco,,,,,,,,
TV-FUN,2,town council,iso_3166-2,Funafuti,,,,,,,,
TV-NIT,2,island council,iso_3166-2,Niutao,,,,,,,,
TV-NKF,2,island council,iso_3166-2,Nukufetau,,,,,,,,
TV-NKL,2,island council,iso_3166-2,Nukulaelae,,,,,,,,
TV-NMA,2,island council,iso_3166-2,Nanumea,,,,,,,,
TV-NMG,2,island council,iso_3166-2,Nanumaga,,,,,,,,
TV-NUI,2,island council,iso_3166-2,Nui,,,,,,,,
TV-VAI,2,island council,iso_3166-2,Vaitupu,,,,,,,,
TW-CHA,2,county,iso_3166-2,Changhua,,,,,,,,
TW-CYI,2,city,iso_3166-2,Chiayi,,,,,,,,
TW-CYQ,2,county,iso_3166-2,Chiayi,,,,,,,,
TW-HSQ,2,county,iso_3166-2,Hsinchu,,,,,,,,
TW-HSZ,2,city,iso_3166-2,Hsinchu,,,,,,,,
TW-HUA,2,county,iso_3166-2,Hualien,,,,,,,,
TW-ILA,2,county,iso_3166-2,Yilan,,,,,,,,
TW-KEE,2,city,iso_3166-2,Keelung,,,,,,,,
TW-KHH,2,special municipality,iso_3166-2,Kaohsiung,,,,,,,,
TW-KIN,2,county,iso_3166-2,Kinmen,,,,,,,,
TW-LIE,2,county,iso_3166-2,Lienchiang,,,,,,,,
TW-MIA,2,county,iso_3166-2,Miaoli,,,,,,,,
TW-NAN,2,county,iso_3166-2,Nantou,,,,,,,,
TW-NWT,2,special municipality,iso_3166-2,New Taipei,,,,,,,,
TW-PEN,2,county,iso_3166-2,Penghu,,,,,,,,
TW-PIF,2,county,iso_3166-2,Pingtung,,,,,,,,
TW-TAO,2,special municipality,iso_3166-2,Taoyuan,,,,,,,,
TW-TNN,2,special municipality,iso_3166-2,Tainan,,,,,,,,
TW-TPE,2,special municipality,iso_3166-2,Taipei,,,,,,,,
TW-TTT,2,county,iso_3166-2,Taitung,,,,,,,,
TW-TXG,2,special municipality,iso_3166-2,Taichung,,,,,,,,
TW-YUN,2,county,iso_3166-2,Yunlin,,,,,,,,
TZ-01,2,region,iso_3166-2,Arusha,,,,,,,,
TZ-02,2,region,iso_3166-2,Dar es Salaam,,,,,,,,
TZ-03,2,region,iso_3166-2,Dodoma,,,,,,,,
TZ-04,2,region,iso_3166-2,Iringa,,,,,,,,
TZ-05,2,region,iso_3166-2,Kagera,,,,,,,,
TZ-06,2,region,iso_3166-2,Kaskazini Pemba,Pemba North,,,,,,,
TZ-07,2,region,iso_3166-2,Kaskazini Unguja,Zanzibar North,,,,,,,
TZ-08,2,region,iso_3166-2,Kigoma,,,,,,,,
TZ-09,2,region,iso_3166-2,Kilimanjaro,,,,,,,,
TZ-10,2,region,iso_3166-2,Kusini Pemba,Pemba South,,,,,,,
TZ-11,2,region,iso_3166-2,Kusini Unguja,Zanzibar South,,,,,,,
TZ-12,2,region,iso_3166-2,Lindi,,,,,,,,
TZ-13,2,region,iso_3166-2,Mara,,,,,,,,
TZ-14,2,region,iso_3166-2,Mbeya,,,,,,,,
TZ-15,2,region,iso_3166-2,Mjini Magharibi,Zanzibar West,,,,,,,
TZ-16,2,region,iso_3166-2,Morogoro,,,,,,,,
TZ-17,2,region,iso_3166-2,Mtwara,,,,,,,,
TZ-18,2,region,iso_3166-2,Mwanza,,,,,,,,
TZ-19,2,region,iso_3166-2,Pwani,Coast,,,,,,,
TZ-20,2,region,iso_3166-2,Rukwa,,,,,,,,
TZ-21,2,region,iso_3166-2,Ruvuma,,,,,,,,
TZ-22,2,region,iso_3166-2,Shinyanga,,,,,,,,
TZ-23,2,region,iso_3166-2,Singida,,,,,,,,
TZ-24,2,region,iso_3166-2,Tabora,,,,,,,,
TZ-25,2,region,iso_3166-2,Tanga,,,,,,,,
TZ-26,2,region,iso_3166-2,Manyara,,,,,,,,
TZ-27,2,region,iso_3166-2,Geita,,,,,,,,
TZ-28,2,region,iso_3166-2,Katavi,,,,,,,,
TZ-29,2,region,iso_3166-2,Njombe,,,,,,,,
TZ-30,2,region,iso_3166-2,Simiyu,,,,,,,,
TZ-31,2,region,iso_3166-2,Songwe,Songwe,,,,,,,
UA-05,2,region,iso_3166-2,Vinnytska oblast,,,,,,,,
UA-07,2,region,iso_3166-2,Volynska oblast,,,,,,,,
UA-09,2,region,iso_3166-2,Luhanska oblast,,,,,,,,
UA-12,2,region,iso_3166-2,Dnipropetrovska oblast,,,,,,,,
UA-14,2,region,iso_3166-2,Donetska oblast,,,,,,,,
UA-18,2,region,iso_3166-2,Zhytomyrska oblast,,,,,,,,
UA-21,2,region,iso_3166-2,Zakarpatska oblast,,,,,,,,
UA-23,2,region,iso_3166-2,Zaporizka oblast,,,,,,,,
UA-26,2,region,iso_3166-2,Ivano-Frankivska oblast,,,,,,,,
UA-30,2,city,iso_3166-2,Kyiv,,,,,,,,
UA-32,2,region,iso_3166-2,Kyivska oblast,,,,,,,,
UA-35,2,region,iso_3166-2,Kirovohradska oblast,,,,,,,,
UA-40,2,city,iso_3166-2,Sevastopol,,,,,,,,
UA-43,2,republic,iso_3166-2,Avtonomna Respublika Krym,,,,,,,,
UA-46,2,region,iso_3166-2,Lvivska oblast,,,,,,,,
UA-48,2,region,iso_3166-2,Mykolaivska oblast,,,,,,,,
UA-51,2,region,iso_3166-2,Odeska oblast,,,,,,,,
UA-53,2,region,iso_3166-2,Poltavska oblast,,,,,,,,
UA-56,2,region,iso_3166-2,Rivnenska oblast,,,,,,,,
UA-59,2,region,iso_3166-2,Sumska oblast,,,,,,,,
UA-61,2,region,iso_3166-2,Ternopilska oblast,,,,,,,,
UA-63,2,region,iso_3166-2,Kharkivska oblast,,,,,,,,
UA-65,2,region,iso_3166-2,Khersonska oblast,,,,,,,,
UA-68,2,region,iso_3166-2,Khmelnytska oblast,,,,,,,,
UA-71,2,region,iso_3166-2,Cherkaska oblast,,,,,,,,
UA-74,2,region,iso_3166-2,Chernihivska oblast,,,,,,,,
UA-77,2,region,iso_3166-2,Chernivetska oblast,,,,,,,,
UG-101,3,district,iso_3166-2,Kalangala,,,,,,,,
UG-102,3,city,iso_3166-2,Kampala,,,,,,,,
UG-103,3,district,iso_3166-2,Kiboga,,,,,,,,
UG-104,3,district,iso_3166-2,Luwero,,,,,,,,
UG-105,3,district,iso_3166-2,Masaka,,,,,,,,
UG-106,3,district,iso_3166-2,Mpigi,,,,,,,,
UG-107,3,district,iso_3166-2,Mubende,,,,,,,,
UG-108,3,district,iso_3166-2,Mukono,,,,,,,,
UG-109,3,district,iso_3166-2,Nakasongola,,,,,,,,
UG-110,3,district,iso_3166-2,Rakai,,,,,,,,
UG-111,3,district,iso_3166-2,Sembabule,,,,,,,,
UG-112,3,district,iso_3166-2,Kayunga,,,,,,,,
UG-113,3,district,iso_3166-2,Wakiso,,,,,,,,
UG-114,3,district,iso_3166-2,Lyantonde,,,,,,,,
UG-115,3,district,iso_3166-2,Mityana,,,,,,,,
UG-116,3,district,iso_3166-2,Nakaseke,,,,,,,,
UG-117,3,district,iso_3166-2,Buikwe,,,,,,,,
UG-118,3,district,iso_3166-2,Bukomansibi,,,,,,,,
UG-119,3,district,iso_3166-2,Butambala,,,,,,,,
UG-120,3,district,iso_3166-2,Buvuma,,,,,,,,
UG-121,3,district,iso_3166-2,Gomba,,,,,,,,
UG-122,3,district,iso_3166-2,Kalungu,,,,,,,,
UG-123,3,district,iso_3166-2,Kyankwanzi,,,,,,,,
UG-124,3,district,iso_3166-2,Lwengo,,,,,,,,
UG-125,3,district,iso_3166-2,Kyotera,,,,,,,,
UG-126,3,district,iso_3166-2,Kasanda,,,,,,,,
UG-201,3,district,iso_3166-2,Bugiri,,,,,,,,
UG-202,3,district,iso_3166-2,Busia,,,,,,,,
UG-203,3,district,iso_3166-2,Iganga,,,,,,,,
UG-204,3,district,iso_3166-2,Jinja,,,,,,,,
UG-205,3,district,iso_3166-2,Kamuli,,,,,,,,
UG-206,3,district,iso_3166-2,Kapchorwa,,,,,,,,
UG-207,3,district,iso_3166-2,Katakwi,,,,,,,,
UG-208,3,district,iso_3166-2,Kumi,,,,,,,,
UG-209,3,district,iso_3166-2,Mbale,,,,,,,,
UG-210,3,district,iso_3166-2,Pallisa,,,,,,,,
UG-211,3,district,iso_3166-2,Soroti,,,,,,,,
UG-212,3,district,iso_3166-2,Tororo,,,,,,,,
UG-213,3,district,iso_3166-2,Kaberamaido,,,,,,,,
UG-214,3,district,iso_3166-2,Mayuge,,,,,,,,
UG-215,3,district,iso_3166-2,Sironko,,,,,,,,
UG-216,3,district,iso_3166-2,Amuria,,,,,,,,
UG-217,3,district,iso_3166-2,Budaka,,,,,,,,
UG-218,3,district,iso_3166-2,Bududa,,,,,,,,
UG-219,3,district,iso_3166-2,Bukedea,,,,,,,,
UG-220,3,district,iso_3166-2,Bukwa,,,,,,,,
UG-221,3,district,iso_3166-2,Butaleja,,,,,,,,
UG-222,3,district,iso_3166-2,Kaliro,,,,,,,,
UG-223,3,district,iso_3166-2,Manafwa,,,,,,,,
UG-224,3,district,iso_3166-2,Namutumba,,,,,,,,
UG-225,3,district,iso_3166-2,Bulambuli,,,,,,,,
UG-226,3,district,iso_3166-2,Buyende,,,,,,,,
UG-227,3,district,iso_3166-2,Kibuku,,,,,,,,
UG-228,3,district,iso_3166-2,Kween,,,,,,,,
UG-229,3,district,iso_3166-2,Luuka,,,,,,,,
UG-230,3,district,iso_3166-2,Namayingo,,,,,,,,
UG-231,3,district,iso_3166-2,Ngora,,,,,,,,
UG-232,3,district,iso_3166-2,Serere,,,,,,,,
UG-233,3,district,iso_3166-2,Butebo,,,,,,,,
UG-234,3,district,iso_3166-2,Namisindwa,,,,,,,,
UG-235,3,district,iso_3166-2,Bugweri,,,,,,,,
UG-236,3,district,iso_3166-2,Kapelebyong,,,,,,,,
UG-301,3,district,iso_3166-2,Adjumani,,,,,,,,
UG-302,3,district,iso_3166-2,Apac,,,,,,,,
UG-303,3,district,iso_3166-2,Arua,,,,,,,,
UG-304,3,district,iso_3166-2,Gulu,,,,,,,,
UG-305,3,district,iso_3166-2,Kitgum,,,,,,,,
UG-306,3,district,iso_3166-2,Kotido,,,,,,,,
UG-307,3,district,iso_3166-2,Lira,,,,,,,,
UG-308,3,district,iso_3166-2,Moroto,,,,,,,,
UG-309,3,district,iso_3166-2,Moyo,,,,,,,,
UG-310,3,district,iso_3166-2,Nebbi,,,,,,,,
UG-311,3,district,iso_3166-2,Nakapiripirit,,,,,,,,
UG-312,3,district,iso_3166-2,Pader,,,,,,,,
UG-313,3,district,iso_3166-2,Yumbe,,,,,,,,
UG-314,3,district,iso_3166-2,Abim,,,,,,,,
UG-315,3,district,iso_3166-2,Amolatar,,,,,,,,
UG-316,3,district,iso_3166-2,Amuru,,,,,,,,
UG-317,3,district,iso_3166-2,Dokolo,,,,,,,,
UG-318,3,district,iso_3166-2,Kaabong,,,,,,,,
UG-319,3,district,iso_3166-2,Koboko,,,,,,,,
UG-320,3,district,iso_3166-2,Maracha,,,,,,,,
UG-321,3,district,iso_3166-2,Oyam,,,,,,,,
UG-322,3,district,iso_3166-2,Agago,,,,,,,,
UG-323,3,district,iso_3166-2,Alebtong,,,,,,,,
UG-324,3,district,iso_3166-2,Amudat,,,,,,,,
UG-325,3,district,iso_3166-2,Kole,,,,,,,,
UG-326,3,district,iso_3166-2,Lamwo,,,,,,,,
UG-327,3,district,iso_3166-2,Napak,,,,,,,,
UG-328,3,district,iso_3166-2,Nwoya,,,,,,,,
UG-329,3,district,iso_3166-2,Otuke,,,,,,,,
UG-330,3,district,iso_3166-2,Zombo,,,,,,,,
UG-331,3,district,iso_3166-2,Omoro,,,,,,,,
UG-332,3,district,iso_3166-2,Pakwach,,,,,,,,
