region_code,region_code_level,region_type,region_code_type,region_name,local_variant,local_language_name,alt_name_1,local_numeric_code,local_alpha_code,alt_name_2,alt_name_3,alt_name_4
SC-09,2,district,iso_3166-2,Bel Air,Bel Air,Beler,,,,,,
SC-10,2,district,iso_3166-2,Bel Ombre,Bel Ombre,Belonm,,,,,,
SC-11,2,district,iso_3166-2,Cascade,Cascade,Kaskad,,,,,,
SC-12,2,district,iso_3166-2,Glacis,Glacis,Glasi,,,,,,
SC-13,2,district,iso_3166-2,Grand Anse Mahe,Grand'Anse Mahé,Grand Ans Mae,,,,,,
SC-14,2,district,iso_3166-2,Grand Anse Praslin,Grand'Anse Praslin,Grand Ans Pralen,,,,,,
SC-15,2,district,iso_3166-2,La Digue,La Digue,Ladig,,,,,,
SC-16,2,district,iso_3166-2,English River,La Rivière Anglaise,Larivyer Anglez,,,,,,
SC-17,2,district,iso_3166-2,Mont Buxton,Mont Buxton,Mon Bikston,,,,,,
SC-18,2,district,iso_3166-2,Mont Fleuri,Mont Fleuri,Mon Fleri,,,,,,
SC-19,2,district,iso_3166-2,Plaisance,Plaisance,Plezans,,,,,,
SC-20,2,district,iso_3166-2,Pointe Larue,Pointe La Rue,Pwent Lari,,,,,,
SC-21,2,district,iso_3166-2,Port Glaud,Port Glaud,Porglo,,,,,,
SC-22,2,district,iso_3166-2,Saint Louis,Saint-Louis,Sen Lwi,,,,,,
SC-23,2,district,iso_3166-2,Takamaka,Takamaka,Takamaka,,,,,,
SC-24,2,district,iso_3166-2,Les Mamelles,Les Mamelles,Lemamel,,,,,,
SC-25,2,district,iso_3166-2,Roche Caiman,Roche Caïman,Ros Kaiman,,,,,,
SD-DC,2,state,iso_3166-2,Wasaţ Dārfūr Zālinjay,"
Zalingei",,Central Darfur,,,,,
SD-DE,2,state,iso_3166-2,Sharq Dārfūr,East Darfur,,,,,,,
SD-DN,2,state,iso_3166-2,Shamāl Dārfūr,North Darfur,,,,,,,
SD-DS,2,state,iso_3166-2,Janūb Dārfūr,South Darfur,,,,,,,
SD-DW,2,state,iso_3166-2,Gharb Dārfūr,West Darfur,,,,,,,
SD-GD,2,state,iso_3166-2,Al Qaḑārif,Gedaref,,,,,,,
SD-GK,2,state,iso_3166-2,Gharb Kurdufān,West Kordofan,,,,,,,
SD-GZ,2,state,iso_3166-2,Al Jazīrah,Gezira,,,,,,,
SD-KA,2,state,iso_3166-2,Kassalā,Kassala,,,,,,,
SD-KH,2,state,iso_3166-2,Al Kharţūm,Khartoum,,,,,,,
SD-KN,2,state,iso_3166-2,Shiamāl Kurdufān,North Kordofan,,,,,,,
SD-KS,2,state,iso_3166-2,Janūb Kurdufān,South Kordofan,,,,,,,
SD-NB,2,state,iso_3166-2,An Nīl al Azraq,Blue Nile,,,,,,,
SD-NO,2,state,iso_3166-2,Ash Shamālīyah,Northern,,,,,,,
SD-NR,2,state,iso_3166-2,Nahr an Nīl,River Nile,,,,,,,
SD-NW,2,state,iso_3166-2,An Nīl al Abyaḑ,White Nile,,,,,,,
SD-RS,2,state,iso_3166-2,Al Baḩr al Aḩmar,Red Sea,,,,,,,
SD-SI,2,state,iso_3166-2,Sinnār,Sennar,,,,,,,
SE-AB,2,county,iso_3166-2,Stockholms län,,,,,SE-01,,,
SE-AC,2,county,iso_3166-2,Västerbottens län,,,,,SE-24,,,
SE-BD,2,county,iso_3166-2,Norrbottens län,,,,,SE-25,,,
SE-C,2,county,iso_3166-2,Uppsala län,,,,,SE-03,,,
SE-D,2,county,iso_3166-2,Södermanlands län,,,,,SE-04,,,
SE-E,2,county,iso_3166-2,Östergötlands län,,,,,SE-05,,,
SE-F,2,county,iso_3166-2,Jönköpings län,,,,,SE-06,,,
SE-G,2,county,iso_3166-2,Kronobergs län,,,,,SE-07,,,
SE-H,2,county,iso_3166-2,Kalmar län,,,,,SE-08,,,
SE-I,2,county,iso_3166-2,Gotlands län,,,,,SE-09,,,
SE-K,2,county,iso_3166-2,Blekinge län,,,,,SE-10,,,
SE-M,2,county,iso_3166-2,Skåne län,,,,,SE-12,,,
SE-N,2,county,iso_3166-2,Hallands län,,,,,SE-13,,,
SE-O,2,county,iso_3166-2,Västra Götalands län,,,,,SE-14,,,
SE-S,2,county,iso_3166-2,Värmlands län,,,,,SE-17,,,
SE-T,2,county,iso_3166-2,Örebro län,,,,,SE-18,,,
SE-U,2,county,iso_3166-2,Västmanlands län,,,,,SE-19,,,
SE-W,2,county,iso_3166-2,Dalarnas län,,,,,SE-20,,,
SE-X,2,county,iso_3166-2,Gävleborgs län,,,,,SE-21,,,
SE-Y,2,county,iso_3166-2,Västernorrlands län,,,,,SE-22,,,
SE-Z,2,county,iso_3166-2,Jämtlands län,,,,,SE-23,,,
SG-01,2,district,iso_3166-2,Central Singapore,,,,,,,,
SG-02,2,district,iso_3166-2,North East,,,,,,,,
SG-03,2,district,iso_3166-2,North West,,,,,,,,
SG-04,2,district,iso_3166-2,South East,,,,,,,,
SG-05,2,district,iso_3166-2,South West,,,,,,,,
SH-AC,2,geographical_entity,iso_3166-2,Ascension,,,,,,,,
SH-HL,2,geographical_entity,iso_3166-2,Saint Helena,,,,,,,,
SH-TA,2,geographical_entity,iso_3166-2,Tristan da Cunha,,,,,,,,
SI-001,2,municipality,iso_3166-2,Ajdovščina,,,,,,,,
SI-002,2,municipality,iso_3166-2,Beltinci,,,,,,,,
SI-003,2,municipality,iso_3166-2,Bled,,,,,,,,
SI-004,2,municipality,iso_3166-2,Bohinj,,,,,,,,
SI-005,2,municipality,iso_3166-2,Borovnica,,,,,,,,
SI-006,2,municipality,iso_3166-2,Bovec,,,,,,,,
SI-007,2,municipality,iso_3166-2,Brda,,,,,,,,
SI-008,2,municipality,iso_3166-2,Brezovica,,,,,,,,
SI-009,2,municipality,iso_3166-2,Brežice,,,,,,,,
SI-010,2,municipality,iso_3166-2,Tišina,,,,,,,,
SI-011,2,municipality,iso_3166-2,Celje,,,,,,,,
SI-012,2,municipality,iso_3166-2,Cerklje na Gorenjskem,,,,,,,,
SI-013,2,municipality,iso_3166-2,Cerknica,,,,,,,,
SI-014,2,municipality,iso_3166-2,Cerkno,,,,,,,,
SI-015,2,municipality,iso_3166-2,Črenšovci,,,,,,,,
SI-016,2,municipality,iso_3166-2,Črna na Koroškem,,,,,,,,
SI-017,2,municipality,iso_3166-2,Črnomelj,,,,,,,,
SI-018,2,municipality,iso_3166-2,Destrnik,,,,,,,,
SI-019,2,municipality,iso_3166-2,Divača,,,,,,,,
SI-020,2,municipality,iso_3166-2,Dobrepolje,,,,,,,,
SI-021,2,municipality,iso_3166-2,Dobrova-Polhov Gradec,,,,,,,,
SI-022,2,municipality,iso_3166-2,Dol pri Ljubljani,,,,,,,,
SI-023,2,municipality,iso_3166-2,Domžale,,,,,,,,
SI-024,2,municipality,iso_3166-2,Dornava,,,,,,,,
SI-025,2,municipality,iso_3166-2,Dravograd,,,,,,,,
SI-026,2,municipality,iso_3166-2,Duplek,,,,,,,,
SI-027,2,municipality,iso_3166-2,Gorenja vas-Poljane,,,,,,,,
SI-028,2,municipality,iso_3166-2,Gorišnica,,,,,,,,
SI-029,2,municipality,iso_3166-2,Gornja Radgona,,,,,,,,
SI-030,2,municipality,iso_3166-2,Gornji Grad,,,,,,,,
SI-031,2,municipality,iso_3166-2,Gornji Petrovci,,,,,,,,
SI-032,2,municipality,iso_3166-2,Grosuplje,,,,,,,,
SI-033,2,municipality,iso_3166-2,Šalovci,,,,,,,,
SI-034,2,municipality,iso_3166-2,Hrastnik,,,,,,,,
SI-035,2,municipality,iso_3166-2,Hrpelje-Kozina,,,,,,,,
SI-036,2,municipality,iso_3166-2,Idrija,,,,,,,,
SI-037,2,municipality,iso_3166-2,Ig,,,,,,,,
SI-038,2,municipality,iso_3166-2,Ilirska Bistrica,,,,,,,,
SI-039,2,municipality,iso_3166-2,Ivančna Gorica,,,,,,,,
SI-040,2,municipality,iso_3166-2,Izola,Isola,,,,,,,
SI-041,2,municipality,iso_3166-2,Jesenice,,,,,,,,
SI-042,2,municipality,iso_3166-2,Juršinci,,,,,,,,
SI-043,2,municipality,iso_3166-2,Kamnik,,,,,,,,
SI-044,2,municipality,iso_3166-2,Kanal,,,,,,,,
SI-045,2,municipality,iso_3166-2,Kidričevo,,,,,,,,
SI-046,2,municipality,iso_3166-2,Kobarid,,,,,,,,
SI-047,2,municipality,iso_3166-2,Kobilje,,,,,,,,
SI-048,2,municipality,iso_3166-2,Kočevje,,,,,,,,
SI-049,2,municipality,iso_3166-2,Komen,,,,,,,,
SI-050,2,municipality,iso_3166-2,Koper,Capodistria,,,,,,,
SI-051,2,municipality,iso_3166-2,Kozje,,,,,,,,
SI-052,2,municipality,iso_3166-2,Kranj,,,,,,,,
SI-053,2,municipality,iso_3166-2,Kranjska Gora,,,,,,,,
SI-054,2,municipality,iso_3166-2,Krško,,,,,,,,
SI-055,2,municipality,iso_3166-2,Kungota,,,,,,,,
SI-056,2,municipality,iso_3166-2,Kuzma,,,,,,,,
SI-057,2,municipality,iso_3166-2,Laško,,,,,,,,
SI-058,2,municipality,iso_3166-2,Lenart,,,,,,,,
SI-059,2,municipality,iso_3166-2,Lendava,Lendva,,,,,,,
SI-060,2,municipality,iso_3166-2,Litija,,,,,,,,
SI-061,2,municipality,iso_3166-2,Ljubljana,,,,,,,,
SI-062,2,municipality,iso_3166-2,Ljubno,,,,,,,,
SI-063,2,municipality,iso_3166-2,Ljutomer,,,,,,,,
SI-064,2,municipality,iso_3166-2,Logatec,,,,,,,,
SI-065,2,municipality,iso_3166-2,Loška Dolina,,,,,,,,
SI-066,2,municipality,iso_3166-2,Loški Potok,,,,,,,,
SI-067,2,municipality,iso_3166-2,Luče,,,,,,,,
SI-068,2,municipality,iso_3166-2,Lukovica,,,,,,,,
SI-069,2,municipality,iso_3166-2,Majšperk,,,,,,,,
SI-070,2,municipality,iso_3166-2,Maribor,,,,,,,,
SI-071,2,municipality,iso_3166-2,Medvode,,,,,,,,
SI-072,2,municipality,iso_3166-2,Mengeš,,,,,,,,
SI-073,2,municipality,iso_3166-2,Metlika,,,,,,,,
SI-074,2,municipality,iso_3166-2,Mežica,,,,,,,,
SI-075,2,municipality,iso_3166-2,Miren-Kostanjevica,,,,,,,,
SI-076,2,municipality,iso_3166-2,Mislinja,,,,,,,,
SI-077,2,municipality,iso_3166-2,Moravče,,,,,,,,
SI-078,2,municipality,iso_3166-2,Moravske Toplice,,,,,,,,
SI-079,2,municipality,iso_3166-2,Mozirje,,,,,,,,
SI-080,2,municipality,iso_3166-2,Murska Sobota,,,,,,,,
SI-081,2,municipality,iso_3166-2,Muta,,,,,,,,
SI-082,2,municipality,iso_3166-2,Naklo,,,,,,,,
SI-083,2,municipality,iso_3166-2,Nazarje,,,,,,,,
SI-084,2,municipality,iso_3166-2,Nova Gorica,,,,,,,,
SI-085,2,municipality,iso_3166-2,Novo Mesto,,,,,,,,
SI-086,2,municipality,iso_3166-2,Odranci,,,,,,,,
SI-087,2,municipality,iso_3166-2,Ormož,,,,,,,,
SI-088,2,municipality,iso_3166-2,Osilnica,,,,,,,,
SI-089,2,municipality,iso_3166-2,Pesnica,,,,,,,,
SI-090,2,municipality,iso_3166-2,Piran,Pirano,,,,,,,
SI-091,2,municipality,iso_3166-2,Pivka,,,,,,,,
SI-092,2,municipality,iso_3166-2,Podčetrtek,,,,,,,,
SI-093,2,municipality,iso_3166-2,Podvelka,,,,,,,,
SI-094,2,municipality,iso_3166-2,Postojna,,,,,,,,
SI-095,2,municipality,iso_3166-2,Preddvor,,,,,,,,
SI-096,2,municipality,iso_3166-2,Ptuj,,,,,,,,
SI-097,2,municipality,iso_3166-2,Puconci,,,,,,,,
SI-098,2,municipality,iso_3166-2,Rače-Fram,,,,,,,,
SI-099,2,municipality,iso_3166-2,Radeče,,,,,,,,
SI-100,2,municipality,iso_3166-2,Radenci,,,,,,,,
SI-101,2,municipality,iso_3166-2,Radlje ob Dravi,,,,,,,,
SI-102,2,municipality,iso_3166-2,Radovljica,,,,,,,,
SI-103,2,municipality,iso_3166-2,Ravne na Koroškem,,,,,,,,
SI-104,2,municipality,iso_3166-2,Ribnica,,,,,,,,
SI-105,2,municipality,iso_3166-2,Rogašovci,,,,,,,,
SI-106,2,municipality,iso_3166-2,Rogaška Slatina,,,,,,,,
SI-107,2,municipality,iso_3166-2,Rogatec,,,,,,,,
SI-108,2,municipality,iso_3166-2,Ruše,,,,,,,,
SI-109,2,municipality,iso_3166-2,Semič,,,,,,,,
SI-110,2,municipality,iso_3166-2,Sevnica,,,,,,,,
SI-111,2,municipality,iso_3166-2,Sežana,,,,,,,,
SI-112,2,municipality,iso_3166-2,Slovenj Gradec,,,,,,,,
SI-113,2,municipality,iso_3166-2,Slovenska Bistrica,,,,,,,,
SI-114,2,municipality,iso_3166-2,Slovenske Konjice,,,,,,,,
SI-115,2,municipality,iso_3166-2,Starše,,,,,,,,
SI-116,2,municipality,iso_3166-2,Sveti Jurij,,,,,,,,
SI-117,2,municipality,iso_3166-2,Šenčur,,,,,,,,
SI-118,2,municipality,iso_3166-2,Šentilj,,,,,,,,
SI-119,2,municipality,iso_3166-2,Šentjernej,,,,,,,,
SI-120,2,municipality,iso_3166-2,Šentjur,,,,,,,,
SI-121,2,municipality,iso_3166-2,Škocjan,,,,,,,,
SI-122,2,municipality,iso_3166-2,Škofja Loka,,,,,,,,
SI-123,2,municipality,iso_3166-2,Škofljica,,,,,,,,
SI-124,2,municipality,iso_3166-2,Šmarje pri Jelšah,,,,,,,,
SI-125,2,municipality,iso_3166-2,Šmartno ob Paki,,,,,,,,
SI-126,2,municipality,iso_3166-2,Šoštanj,,,,,,,,
SI-127,2,municipality,iso_3166-2,Štore,,,,,,,,
SI-128,2,municipality,iso_3166-2,Tolmin,,,,,,,,
SI-129,2,municipality,iso_3166-2,Trbovlje,,,,,,,,
SI-130,2,municipality,iso_3166-2,Trebnje,,,,,,,,
SI-131,2,municipality,iso_3166-2,Tržič,,,,,,,,
SI-132,2,municipality,iso_3166-2,Turnišče,,,,,,,,
SI-133,2,municipality,iso_3166-2,Velenje,,,,,,,,
SI-134,2,municipality,iso_3166-2,Velike Lašče,,,,,,,,
SI-135,2,municipality,iso_3166-2,Videm,,,,,,,,
SI-136,2,municipality,iso_3166-2,Vipava,,,,,,,,
SI-137,2,municipality,iso_3166-2,Vitanje,,,,,,,,
SI-138,2,municipality,iso_3166-2,Vodice,,,,,,,,
SI-139,2,municipality,iso_3166-2,Vojnik,,,,,,,,
SI-140,2,municipality,iso_3166-2,Vrhnika,,,,,,,,
SI-141,2,municipality,iso_3166-2,Vuzenica,,,,,,,,
SI-142,2,municipality,iso_3166-2,Zagorje ob Savi,,,,,,,,
SI-143,2,municipality,iso_3166-2,Zavrč,,,,,,,,
SI-144,2,municipality,iso_3166-2,Zreče,,,,,,,,
SI-146,2,municipality,iso_3166-2,Železniki,,,,,,,,
SI-147,2,municipality,iso_3166-2,Žiri,,,,,,,,
SI-148,2,municipality,iso_3166-2,Benedikt,,,,,,,,
SI-149,2,municipality,iso_3166-2,Bistrica ob Sotli,,,,,,,,
SI-150,2,municipality,iso_3166-2,Bloke,,,,,,,,
SI-151,2,municipality,iso_3166-2,Braslovče,,,,,,,,
SI-152,2,municipality,iso_3166-2,Cankova,,,,,,,,
SI-153,2,municipality,iso_3166-2,Cerkvenjak,,,,,,,,
SI-154,2,municipality,iso_3166-2,Dobje,,,,,,,,
SI-155,2,municipality,iso_3166-2,Dobrna,,,,,,,,
SI-156,2,municipality,iso_3166-2,Dobrovnik,Dobronak,,,,,,,
SI-157,2,municipality,iso_3166-2,Dolenjske Toplice,,,,,,,,
SI-158,2,municipality,iso_3166-2,Grad,,,,,,,,
SI-159,2,municipality,iso_3166-2,Hajdina,,,,,,,,
SI-160,2,municipality,iso_3166-2,Hoče-Slivnica,,,,,,,,
SI-161,2,municipality,iso_3166-2,Hodoš,Hodos,,,,,,,
SI-162,2,municipality,iso_3166-2,Horjul,,,,,,,,
SI-163,2,municipality,iso_3166-2,Jezersko,,,,,,,,
SI-164,2,municipality,iso_3166-2,Komenda,,,,,,,,
SI-165,2,municipality,iso_3166-2,Kostel,,,,,,,,
SI-166,2,municipality,iso_3166-2,Križevci,,,,,,,,
SI-167,2,municipality,iso_3166-2,Lovrenc na Pohorju,,,,,,,,
SI-168,2,municipality,iso_3166-2,Markovci,,,,,,,,
SI-169,2,municipality,iso_3166-2,Miklavž na Dravskem Polju,,,,,,,,
SI-170,2,municipality,iso_3166-2,Mirna Peč,,,,,,,,
SI-171,2,municipality,iso_3166-2,Oplotnica,,,,,,,,
SI-172,2,municipality,iso_3166-2,Podlehnik,,,,,,,,
SI-173,2,municipality,iso_3166-2,Polzela,,,,,,,,
SI-174,2,municipality,iso_3166-2,Prebold,,,,,,,,
SI-175,2,municipality,iso_3166-2,Prevalje,,,,,,,,
SI-176,2,municipality,iso_3166-2,Razkrižje,,,,,,,,
SI-177,2,municipality,iso_3166-2,Ribnica na Pohorju,,,,,,,,
SI-178,2,municipality,iso_3166-2,Selnica ob Dravi,,,,,,,,
SI-179,2,municipality,iso_3166-2,Sodražica,,,,,,,,
SI-180,2,municipality,iso_3166-2,Solčava,,,,,,,,
SI-181,2,municipality,iso_3166-2,Sveta Ana,,,,,,,,
SI-182,2,municipality,iso_3166-2,Sveti Andraž v Slovenskih Goricah,,,,,,,,
SI-183,2,municipality,iso_3166-2,Šempeter-Vrtojba,,,,,,,,
SI-184,2,municipality,iso_3166-2,Tabor,,,,,,,,
SI-185,2,municipality,iso_3166-2,Trnovska Vas,,,,,,,,
SI-186,2,municipality,iso_3166-2,Trzin,,,,,,,,
SI-187,2,municipality,iso_3166-2,Velika Polana,,,,,,,,
SI-188,2,municipality,iso_3166-2,Veržej,,,,,,,,
SI-189,2,municipality,iso_3166-2,Vransko,,,,,,,,
SI-190,2,municipality,iso_3166-2,Žalec,,,,,,,,
SI-191,2,municipality,iso_3166-2,Žetale,,,,,,,,
SI-192,2,municipality,iso_3166-2,Žirovnica,,,,,,,,
SI-193,2,municipality,iso_3166-2,Žužemberk,,,,,,,,
SI-194,2,municipality,iso_3166-2,Šmartno pri Litiji,,,,,,,,
SI-195,2,municipality,iso_3166-2,Apače,,,,,,,,
SI-196,2,municipality,iso_3166-2,Cirkulane,,,,,,,,
SI-197,2,municipality,iso_3166-2,Kosanjevica na Krki,,,,,,,,
SI-198,2,municipality,iso_3166-2,Makole,,,,,,,,
SI-199,2,municipality,iso_3166-2,Mokronog-Trebelno,,,,,,,,
SI-200,2,municipality,iso_3166-2,Poljčane,,,,,,,,
SI-201,2,municipality,iso_3166-2,Renče-Vogrsko,,,,,,,,
SI-202,2,municipality,iso_3166-2,Središče ob Dravi,,,,,,,,
SI-203,2,municipality,iso_3166-2,Straža,,,,,,,,
SI-204,2,municipality,iso_3166-2,Sveta Trojica v Slovenskih Goricah,,,,,,,,
SI-205,2,municipality,iso_3166-2,Sveti Tomaž,,,,,,,,
SI-206,2,municipality,iso_3166-2,Šmarješke Toplice,,,,,,,,
SI-207,2,municipality,iso_3166-2,Gorje,,,,,,,,
SI-208,2,municipality,iso_3166-2,Log-Dragomer,,,,,,,,
SI-209,2,municipality,iso_3166-2,Rečica ob Savinji,,,,,,,,
SI-210,2,municipality,iso_3166-2,Sveti Jurij v Slovenskih Goricah,,,,,,,,
SI-211,2,municipality,iso_3166-2,Šentrupert,,,,,,,,
SI-212,2,municipality,iso_3166-2,Mirna,,,,,,,,
SI-213,2,municipality,iso_3166-2,Ankaran,Ancarano,,,,,,,
SK-BC,2,region,iso_3166-2,Banskobystrický kraj,,,,,,,,
SK-BL,2,region,iso_3166-2,Bratislavský kraj,,,,,,,,
SK-KI,2,region,iso_3166-2,Košický kraj,,,,,,,,
SK-NI,2,region,iso_3166-2,Nitriansky kraj,,,,,,,,
SK-PV,2,region,iso_3166-2,Prešovský kraj,,,,,,,,
SK-TA,2,region,iso_3166-2,Trnavský kraj,,,,,,,,
SK-TC,2,region,iso_3166-2,Trenčiansky kraj,,,,,,,,
SK-ZI,2,region,iso_3166-2,Žilinský kraj,,,,,,,,
SL-E,2,province,iso_3166-2,Eastern,,,,,,,,
SL-N,2,province,iso_3166-2,Northern,,,,,,,,
SL-NW,2,province,iso_3166-2,North Western,,,,,,,,
SL-S,2,province,iso_3166-2,Southern,,,,,,,,
SL-W,2,area,iso_3166-2,Western Area,Freetown,,,,,,,
SM-01,2,municipality,iso_3166-2,Acquaviva,,,,,,,,
SM-02,2,municipality,iso_3166-2,Chiesanuova,,,,,,,,
SM-03,2,municipality,iso_3166-2,Domagnano,,,,,,,,
SM-04,2,municipality,iso_3166-2,Faetano,,,,,,,,
SM-05,2,municipality,iso_3166-2,Fiorentino,,,,,,,,
SM-06,2,municipality,iso_3166-2,Borgo Maggiore,,,,,,,,
SM-07,2,municipality,iso_3166-2,San Marino,,,,,,,,
SM-08,2,municipality,iso_3166-2,Montegiardino,,,,,,,,
SM-09,2,municipality,iso_3166-2,Serravalle,,,,,,,,
SN-DB,2,region,iso_3166-2,Diourbel,,,,,,,,
SN-DK,2,region,iso_3166-2,Dakar,,,,,,,,
SN-FK,2,region,iso_3166-2,Fatick,,,,,,,,
SN-KA,2,region,iso_3166-2,Kaffrine,,,,,,,,
SN-KD,2,region,iso_3166-2,Kolda,,,,,,,,
SN-KE,2,region,iso_3166-2,Kédougou,,,,,,,,
SN-KL,2,region,iso_3166-2,Kaolack,,,,,,,,
SN-LG,2,region,iso_3166-2,Louga,,,,,,,,
SN-MT,2,region,iso_3166-2,Matam,,,,,,,,
SN-SE,2,region,iso_3166-2,Sédhiou,,,,,,,,
SN-SL,2,region,iso_3166-2,Saint-Louis,,,,,,,,
SN-TC,2,region,iso_3166-2,Tambacounda,,,,,,,,
SN-TH,2,region,iso_3166-2,Thiès,,,,,,,,
SN-ZG,2,region,iso_3166-2,Ziguinchor,,,,,,,,
SO-AW,2,region,iso_3166-2,Awdal,,,,,,,,
SO-BK,2,region,iso_3166-2,Bakool,,,,,,,,
SO-BN,2,region,iso_3166-2,Banaadir,,,,,,,,
SO-BR,2,region,iso_3166-2,Bari,,,,,,,,
SO-BY,2,region,iso_3166-2,Bay,,,,,,,,
SO-GA,2,region,iso_3166-2,Galguduud,,,,,,,,
SO-GE,2,region,iso_3166-2,Gedo,,,,,,,,
SO-HI,2,region,iso_3166-2,Hiiraan,,,,,,,,
SO-JD,2,region,iso_3166-2,Jubbada Dhexe,,,,,,,,
SO-JH,2,region,iso_3166-2,Jubbada Hoose,,,,,,,,
SO-MU,2,region,iso_3166-2,Mudug,,,,,,,,
SO-NU,2,region,iso_3166-2,Nugaal,,,,,,,,
SO-SA,2,region,iso_3166-2,Sanaag,,,,,,,,
SO-SD,2,region,iso_3166-2,Shabeellaha Dhexe,,,,,,,,
SO-SH,2,region,iso_3166-2,Shabeellaha Hoose,,,,,,,,
SO-SO,2,region,iso_3166-2,Sool,,,,,,,,
SO-TO,2,region,iso_3166-2,Togdheer,,,,,,,,
SO-WO,2,region,iso_3166-2,Woqooyi Galbeed,,,,,,,,
SR-BR,2,district,iso_3166-2,Brokopondo,,,,,,,,
SR-CM,2,district,iso_3166-2,Commewijne,,,,,,,,
SR-CR,2,district,iso_3166-2,Coronie,,,,,,,,
SR-MA,2,district,iso_3166-2,Marowijne,,,,,,,,
SR-NI,2,district,iso_3166-2,Nickerie,,,,,,,,
SR-PM,2,district,iso_3166-2,Paramaribo,,,,,,,,
SR-PR,2,district,iso_3166-2,Para,,,,,,,,
SR-SA,2,district,iso_3166-2,Saramacca,,,,,,,,
SR-SI,2,district,iso_3166-2,Sipaliwini,,,,,,,,
SR-WA,2,district,iso_3166-2,Wanica,,,,,,,,
SS-BN,2,state,iso_3166-2,Northern Bahr el Ghazal,,,,,,,,
SS-BW,2,state,iso_3166-2,Western Bahr el Ghazal,,,,,,,,
SS-EC,2,state,iso_3166-2,Central Equatoria,,,,,,,,
SS-EE,2,state,iso_3166-2,Eastern Equatoria,,,,,,,,
SS-EW,2,state,iso_3166-2,Western Equatoria,,,,,,,,
SS-JG,2,state,iso_3166-2,Jonglei,,,,,,,,
SS-LK,2,state,iso_3166-2,Lakes,,,,,,,,
SS-NU,2,state,iso_3166-2,Upper Nile,,,,,,,,
SS-UY,2,state,iso_3166-2,Unity,,,,,,,,
SS-WR,2,state,iso_3166-2,Warrap,,,,,,,,
ST-P,2,province,iso_3166-2,Príncipe,,,,,,,,
ST-S,2,province,iso_3166-2,São Tomé,,,,,,,,
SV-AH,2,department,iso_3166-2,Ahuachapán,,,,,,,,
SV-CA,2,department,iso_3166-2,Cabañas,,,,,,,,
SV-CH,2,department,iso_3166-2,Chalatenango,,,,,,,,
SV-CU,2,department,iso_3166-2,Cuscatlán,,,,,,,,
SV-LI,2,department,iso_3166-2,La Libertad,,,,,,,,
SV-MO,2,department,iso_3166-2,Morazán,,,,,,,,
SV-PA,2,department,iso_3166-2,La Paz,,,,,,,,
SV-SA,2,department,iso_3166-2,Santa Ana,,,,,,,,
SV-SM,2,department,iso_3166-2,San Miguel,,,,,,,,
SV-SO,2,department,iso_3166-2,Sonsonate,,,,,,,,
SV-SS,2,department,iso_3166-2,San Salvador,,,,,,,,
SV-SV,2,department,iso_3166-2,San Vicente,,,,,,,,
SV-UN,2,department,iso_3166-2,La Unión,,,,,,,,
SV-US,2,department,iso_3166-2,Usulután,,,,,,,,
SY-DI,2,province,iso_3166-2,Dimashq,,,,,,,,
SY-DR,2,province,iso_3166-2,Dar'ā,,,,,,,,
SY-DY,2,province,iso_3166-2,Dayr az Zawr,,,,,,,,
SY-HA,2,province,iso_3166-2,Al Ḩasakah,,,,,,,,
SY-HI,2,province,iso_3166-2,Ḩimş,,,,,,,,
SY-HL,2,province,iso_3166-2,Ḩalab,,,,,,,,
SY-HM,2,province,iso_3166-2,Ḩamāh,,,,,,,,
SY-ID,2,province,iso_3166-2,Idlib,,,,,,,,
SY-LA,2,province,iso_3166-2,Al Lādhiqīyah,,,,,,,,
SY-QU,2,province,iso_3166-2,Al Qunayţirah,,,,,,,,
SY-RA,2,province,iso_3166-2,Ar Raqqah,,,,,,,,
SY-RD,2,province,iso_3166-2,Rīf Dimashq,,,,,,,,
SY-SU,2,province,iso_3166-2,As Suwaydā',,,,,,,,
SY-TA,2,province,iso_3166-2,Ţarţūs,,,,,,,,
SZ-HH,2,region,iso_3166-2,Hhohho,,,,,,,,
SZ-LU,2,region,iso_3166-2,Lubombo,,,,,,,,
SZ-MA,2,region,iso_3166-2,Manzini,,,,,,,,
SZ-SH,2,region,iso_3166-2,Shiselweni,,,,,,,,
TD-BA,2,region,iso_3166-2,Al Baţḩah,Batha,,,,,,,
TD-BG,2,region,iso_3166-2,Baḩr al Ghazāl,Bahr el Ghazal,,,,,,,
TD-BO,2,region,iso_3166-2,Būrkū,Borkou,,,,,,,
TD-CB,2,region,iso_3166-2,Shārī Bāqirmī,Chari-Baguirmi,,,,,,,
TD-EE,2,region,iso_3166-2,Ennedi-Est,,,,,,,,
TD-EO,2,region,iso_3166-2,Ennedi-Ouest,,,,,,,,
TD-GR,2,region,iso_3166-2,Qīrā,Guéra,,,,,,,
TD-HL,2,region,iso_3166-2,Ḩajjar Lamīs,Hadjer Lamis,,,,,,,
TD-KA,2,region,iso_3166-2,Kānim,Kanem,,,,,,,
TD-LC,2,region,iso_3166-2,Al Buḩayrah,Lac,,,,,,,
TD-LO,2,region,iso_3166-2,Lūqūn al Gharbī,Logone-Occidental,,,,,,,
TD-LR,2,region,iso_3166-2,Lūqūn ash Sharqī,Logone-Oriental,,,,,,,
TD-MA,2,region,iso_3166-2,Māndūl,Mandoul,,,,,,,
